0.000000000000000000e+00 0.000000000000000000e+00
6.750000000000000444e-01 0.000000000000000000e+00
1.125000000000000000e+00 0.000000000000000000e+00
1.574999999999999956e+00 0.000000000000000000e+00
2.024999999999999911e+00 0.000000000000000000e+00
2.475000000000000089e+00 0.000000000000000000e+00
2.925000000000000266e+00 0.000000000000000000e+00
3.375000000000000000e+00 0.000000000000000000e+00
3.825000000000000178e+00 0.000000000000000000e+00
4.275000000000000355e+00 0.000000000000000000e+00
